ID,Emotion,Text,Lable
Sess18_script05_M011,angry,아니아 그럼 그 이게 뭐야 지금 어떻게 된 거야 지금 사람 쳤는데 아니 사람 없어졌잖아.,2
Sess18_script03_M007,disgust,불쌍해어휴 멍멍이같은 소리 그만하고 야 보기나 해.,6
Sess18_impro02_M014,angry,아니 징계위원회까지 갈 가지 않아도 되는 문제잖아요. 부장님 선에서 처리할 수 있는 문제잖아요.,2
Sess18_script01_M002,neutral,네 뭐 그렇습니다만 어쩐 일인가요?,4
Sess18_script02_M023,sad, 내가 잘못했으니까 제발 좀 병원좀 가자. 제발 좀 살아줘. ,3
Sess18_script05_M018,angry,자꾸 이러면 나 더 이상 안 참아. ,2
Sess18_impro04_M017,sad, 조금.,3
Sess18_script04_M015,neutral,내가 누가 너랑 결혼 한대?,4
Sess18_script06_M011,disgust, 그래서 옷이 그렇구나.,6
Sess18_script03_M012,surprise,어 다 다 다섯개? 와 야 뭐야. 어 어떡해 ,1
Sess18_impro04_M001,neutral,다녀왔습니다.,4
Sess18_script02_M019,angry,사람두 힘들고여보 아 그런 생각좀 하지마 자 지금 안 늦었어. 일단 정리하고 병원 가자? 어? ,2
Sess18_impro04_M020,sad,미안해요 엄마. 내가 누구한테 지금.,3
Sess18_script02_M006,neutral,뭔데 한참 재밌게 보고 있었는데 이게 뭐야. ,4
Sess18_script02_M022,sad,알았지아니 도대체 무슨 그런 얘기 좀 그만해.,3
Sess18_script02_M013,angry, 아니 그러니까 저번에 가슴 아프다고 할때 내가 병원에 가보라고 했잖아. 왜 왜 그동안 안 간거야 어? 왜 왜?,2
Sess18_script06_M008,disgust,80점? 제가 보기엔 10점도 안돼 보이는데.,6
Sess18_script03_M026,happy,너무 좋아아 나 씨바 이거 뭐야 이거 야 꿈이야? 뭐야 아어떡해 와 나 이 끝났다 야.,5
Sess18_script05_M007,surprise,아 깜 어 왜 왜 깜짝이야. 어떻게 됐어? 죽었어?,1
Sess18_script02_M009,surprise,지금 무슨 소리 하는 거야 농담이지?,1
Sess18_impro03_M009,angry,네.,2
Sess18_script06_M012,neutral,좀아 됐어요 됐어요. 취직 공부 얘기 아 취직 공부하느라고 연애할 시간이 없었네요? 그럼 마지막 연애 한 건 언제에요? ,4
Sess18_impro01_M002,neutral, 미진이는?,4
Sess18_script02_M020,sad,여보 여보 왜 그래. 왜 그렇게 약한 생각을 해. ,3
Sess18_impro02_M012,angry,부장님 잠시만요. 어떻게 추가 비용 발생했다고 징계위원회가 열려요? 그러면 제,2
Sess18_impro04_M004,neutral,아 왜 그래. 나 괜찮다니까. 씻고 올게.,4
Sess18_impro02_M018,angry,잠시만요. 알겠습니다. 그럼 저도 음 그 징계위원회가 열릴 때 해야될 말을 좀 해야될 거 같습니다. 잠시만 이거 뭔지 아시죠? 전무님하고 부장님이 저한테 이 프로젝트 맡겼을 때 했던 말들.,2
Sess18_script03_M023,happy,오케이 좋아. 아싸 어 오케이 돈이 진짜 좋네 좋긴 좋아 언제?,5
Sess18_script03_M010,happy,오케이 5천원 오 하 씨.,5
Sess18_impro03_M016,angry,자존심 상하세요? 제가 지금 한 말에 지금 자존심이 상하고 화가 나고 짜증이 나고 제가 재수가 없고 그러세요? 지금?,2
Sess18_impro02_M001,neutral, 부장님 뭐 무슨 일 때문에 부르셨습니까?,4
Sess18_impro04_M005,sad, 아니 그냥.,3
Sess18_impro04_M003,neutral,하우 무슨 일 아요 나 괜찮아요.,4
Sess18_script03_M004,angry,가만 있어. 나 이거 정성 다해서 당첨 되는 거니까. 나의 온 기운을 모아가지고 소망을 담아가지고 한땀 한땀 마킹한 번호 여섯 개가 빛나는 순간까지 본방 지켜보면서 간절히 원하고 또 원해야 당첨 되는거 몰라?,2
Sess18_impro01_M022,neutral,아유 그 얘긴 하지맙시다.,4
Sess18_impro01_M013,neutral,내가 내가 병원에서 하는 일이 그건데 여기까지 와가지고 내가 집에선 뭐 어디있는지 모르니까 얼른 약 상자 어딨어?,4
Sess18_impro03_M002,disgust,지금 방금 손님한테 나간 짬뽕 어떻게 만드실려 하신 거죠?,6
Sess18_script01_M007,disgust, 글쎄요. 그건 아쉬움 아쉬움이라기 보단 궁금증이겠죠 아니면 도대체 날 이렇게 엿 먹인게 누굴까? 하는 질투 정도로 해석되는데요.,6
Sess18_script05_M016,angry,너 너 너 나 망가지길 바래? 어? 내가 인생 바닥으로 떨어지길 원해?,2
Sess18_script03_M025,happy,1억? 좋아 도 오케 내 1억 줄게. ,5
Sess18_impro02_M005,neutral,아 네. 그게 제가 아까 말씀드린 그 안건이고요.,4
Sess18_script02_M003,neutral, 앞집에 마트가 있었나?,4
Sess18_script02_M018,sad,미숙아 그 중요한거 아니야. 그런거 중요한거 아니잖아 어? 일단 입원 치료하고 수술 받자. 그러면 살 수 있어.,3
Sess18_script05_M029,surprise, 어디서 나타난거야.,1
Sess18_impro01_M031,neutral,그래. 이런 거 하지말자.,4
Sess18_script03_M009,neutral, 두 개 맞았고.,4
Sess18_impro01_M016,neutral,아 가만있어. 가만있어. 가만있어. 당연히 소독하는데 따갑지,4
Sess18_impro04_M018,sad,아니 허 좋아하는 사람이 없어진 건데 왜 응. 마음이 여기가 후우.,3
Sess19_script03_F019,happy,걱정마. 나 오빠 동생이야. 친동생. 나 몰라? 나 못 믿어?,5
Sess19_script04_F007,neutral,궁금해?,4
Sess19_script03_F003,disgust,친오빠 다 얼어 죽었네.,6
Sess19_script04_F008,happy,내 꿈은 오빠한테 시집가는거. ,5
Sess19_impro03_F011,angry,지금 말씀이 좀 지나치신 거 같은데. ,2
Sess19_impro04_F027,happy,아 뭐라는 거야. 나 사랑해?,5
Sess19_script04_F021,surprise, 젓가락 100개? 아니 근데 이걸 날 왜 줘?,1
Sess19_impro02_F008,neutral,모르겠는데 충분히 그 예산에서 할 수 있던 프로젝트라고 생각을 했기 때문에,4
Sess19_impro02_F021,surprise,그걸 어디서 봐?,1
Sess19_impro01_F024,happy, 하하 내가 그랬나? 자 이제 뚝. 이제 그만 울고 엄마가 맛있는 거 해줄 테니까 뭐 해줄까?,5
Sess19_impro02_F005,neutral,어 대리님이 맡고 있는 프로젝트 있죠. 그 프로젝트에 추가 비용이 너무 많이 발생을 해서 지금 회사에서 징계위원회가 열린다고 하네요.,4
Sess19_impro02_F013,angry,떠넘기다뇨? 말이 좀 심하네.,2
Sess19_script01_F010,surprise,네? 아뇨 없습니다.,1
Sess19_script04_F013,neutral,낳아서에이 무슨 셋은 낳아야지.,4
Sess19_impro01_F011,neutral,그치 헤어졌지.,4
Sess19_script04_F018,neutral,그게 뭔데.,4
Sess19_impro03_F001,neutral,청양고추를 넣어서 매운맛을 더 강조했습니다.,4
Sess19_script01_F018,angry,신성? 신성 좋아하고 있네. 이력서 한 줄 채우려고 내가 특기를 좀 과장되게 썼지만 그렇다고 이걸 이런 식으로 엮는 게 오히려 신성모독 아닌가? 당신들 습관인 거 같은데 가뜩이나 취직 안 돼서 괴로워 죽겠는데 사람을 갖고 놀아? ,2
Sess19_impro01_F014,surprise,아니 어쩌다가.,1
Sess19_script04_F002,neutral,고마워 근데 오빠는 꿈이 뭐야? ,4
Sess19_impro04_F033,happy,다시 말해 봐. 나 사랑해?,5
Sess19_impro02_F001,neutral, 어서와요. 이재민 대리.,4
Sess19_impro03_F013,angry,허 지금 싸우자는 거죠?,2
Sess19_impro04_F009,neutral,치 됐어. 뭘 이정도 가지고 그래.,4
Sess19_impro03_F022,angry,지금 말 다 했어요?,2
Sess19_script06_F005,neutral,같습니다만아 웃자고 한 얘기에요. 근데 그 아이디어라는게 뭐죠?,4
Sess19_script03_F023,happy,정말? 어 정말? 진짜지? 진짜지? 아 오빠 정말 오빠가 짱이야 최고야 난 나한텐 역시 우리 오빠밖에 없다니까. 나 천만 원 아니 아니지 1억 나 1억만 아 딱 1억만 주라 응?,5
Sess19_impro04_F022,happy,왜 내가 그렇게 걱정됐어?,5
Sess19_impro01_F004,neutral,그럼 왜 그래.,4
Sess19_impro04_F001,neutral,일찍 왔네.,4
Sess19_script03_F010,surprise,에이 설마.,1
Sess19_impro02_F024,surprise,쪼들리는 게 아니라 오해를 하고 있으니까 내가 그 오해를 풀어주겠다는 거지.,1
Sess19_script03_F018,happy,안돼알았어 걱정하지마. 내가 입이 좀 무겁잖아 그니까 신상 구두 좀,5
Sess19_script05_F014,fear,지섭씨 왜 이래,0
Sess19_impro04_F019,happy,그러셨어요?,5
Sess19_script03_F014,happy, 오빠 어떡해 어떡해,5
Sess19_script01_F007,neutral,그게 80점 정도 주고 싶습니다.,4
Sess19_script01_F014,surprise,사랑을 했다요?,1
Sess19_script06_F006,neutral,음 뭐 이리 깐깐하실까. 어차피 환경 프로젝트가 시작되면 회사 사람들은 다 아는 아이디언데 굳이 감추실 필요 없잖아요.,4
Sess19_script04_F022,happy, 아 오빠 너무 웃겨.,5
Sess19_impro04_F031,neutral,만에 하나 내가 먼저 당신 놔두고 죽으면 그럼 어떡 어떨 거 같아?,4
Sess19_impro04_F038,happy,아으 우리 남편 너무 예쁘네. 내가 맛있는 거 해줘야겠다. 뭐 먹고 싶어? 김치찜? 된장찌개?,5
Sess19_script04_F031,neutral,미장원에서 샴푸하면서 동네 아줌마들이 주는 팁 좀 모았지 으이그 오빠는 돈 걱정 하지마 내가 다 먹여 살릴게.,4
Sess19_script05_F010,neutral,아 지 지섭씨,4
Sess19_script02_F006,neutral,잘 들어 나 폐에 종양이 생겼대.,4
Sess19_impro02_F018,surprise,아니 무슨 소. 어디서 어떻게 무슨 소릴 들었는지 모르겠지만 얼른 나가요. 사실 아니니까.,1
Sess19_impro01_F007,angry,되는지 모르겠고내가 이놈의 김 부장 내가 당장 회사 찾아가? 어? 엄마가 한 소리 해줄까?,2
Sess19_impro04_F017,happy,왜에 난 좋았는데.,5
Sess19_script02_F011,sad,6개월.,3
Sess19_script05_F020,fear,나타난 거야어 살아있나봐 어떡해? 지섭씨 어떡해,0
Sess19_impro04_F006,neutral, 아 괜찮다니까. 이거 다 소독한 거니까 신경끄고 얼른 주무세요.,4
Sess19_script03_F004,disgust,제발 좀 어디 가서 친오빠라고 하지 마. 나한테 오빠는 BTS 오빠들뿐이니까.,6
Sess19_impro04_F002,neutral,아 내일 줄넘기 대회 나간다고 하루종일 연습하더니 지도 피곤한 지 일찍 자네.,4
Sess19_impro03_F025,angry,당신 다시는 다른 데 가서 이런식으로 하지마. ,2
Sess19_script01_F017,angry,원래 면접을 이딴 식으로 봐요? ,2
Sess19_impro04_F012,happy, ,5
Sess19_script04_F012,happy,바비큐를 하고우아 맛있겠다.,5
Sess19_impro04_F013,happy, 뭐 어디 아파아니 아 여보.,5
Sess19_script02_F005,neutral,안 봐?,4
Sess19_impro02_F017,surprise,이 이중장부 무슨 말을 하는 거야. 얼른 나가요 얼른.,1
Sess19_impro04_F026,happy,아 뭐라고?,5
Sess19_impro04_F039,happy,여보.,5
Sess19_script02_F016,sad,미안해 아빠는 3년 동안 폐암으로 병원에 계시다가 돌아가셨어.,3
Sess19_script02_F015,sad,사실 우리 아빠도 나랑 같은 병이었어.,3
Sess19_impro02_F014,angry,누구 머리라뇨?,2
Sess19_impro01_F017,sad,그래. 엄마는 요즘 사랑이 뭔지 뭐 이제 사랑이 뭔지도 잘 몰라.,3
Sess19_script06_F002,neutral, 회의 시작 전이죠?,4
Sess19_impro02_F019,surprise,그걸 이재민 대리가 어떻게 알아요?,1
Sess19_script04_F003,neutral,꿈아 빨리이잉.,4
Sess19_impro01_F001,neutral,야어 아들 퇴근했어?,4
Sess19_script03_F022,happy,지금 지금 당장 전화 걸게 내 친구 엄청 많아.,5
Sess19_script04_F023,happy,아이 그니까 젓가락 100개란게 우리들 만난지 100일 되는 날이라서 준비했다는거야? ,5
Sess19_script05_F015,fear,지금 계속 무슨 말을.,0
Sess19_impro04_F042,happy,여보 빨리 말해 봐. 이대로 잘 거야?,5
Sess19_impro04_F032,happy, 아이구 또 걱정됐어? 내 남편?,5
Sess19_script04_F016,angry,하 하도 불쌍하고 보잘것 없어 보여서 해준다고 한거지. 내가 당신 처럼 어리버리한 남자를 뭐가 좋다고 결혼하니?,2
Sess19_script04_F006,angry,아 뭐야 나 말 안할래.,2
Sess19_impro02_F025,fear,아 자 잠시만 어? 내 얘기 좀 들어보라니까. 다 오해라니. 아 이재민 대리 이재민 대리.,0
Sess19_impro02_F026,surprise,아 진짜. 전무님? 아 큰일났어요. 이재민 대리가 이중장부에 대해서 다 안 거 같아요. 어떡하.,1
Sess19_impro04_F005,neutral,아이그 괜찮아 별 거 아닌데 뭐.,4
Sess19_impro04_F014,happy,당신 그때 생각 나?,5
Sess19_impro03_F016,angry,그래요 뭐 대단 당신 뭐 대단한 뭐 그런 사람인 거 알겠어요. 뭐 백종원 이런 사람들이랑 견줄만 한 그런 사람인 거 알겠는데요. ,2
Sess19_script02_F009,sad,이미 늦었어.,3
Sess19_script02_F001,neutral,뭐가 그렇게 재밌어?,4
Sess19_impro01_F008,neutral,에이 그러니까 어? 회사에서 있었던 일 잊고 손 씻고 와. 엄마가 맛있는 거 해줄게.,4
Sess19_impro02_F006,neutral,음 잘못 되면 경찰서까지 갈 수 있는데 괜찮겠어요? 난 다 대리님 생각해서 사표에서 마무리 할 수 있게 도와주려고 하는 건데.,4
Sess19_script02_F002,neutral,요 앞 마트.,4
Sess19_impro04_F020,happy,내가 죽을 엄청 놀랐던 건 아니고?,5
Sess19_script06_F010,neutral,알겠습니다. 그럼 하나만 묻고 싶어요. 제 아이디어는 왜 발탁이 안 된 거예요? 남의 아이디어가 더 뛰어나서 그랬다 뭐 이런 식의 뻔한 답변은 안 해주실 거라고 믿습니다.,4
Sess19_script06_F014,angry,그리고아니 오타 때문에 아이디어를 탈락 시키셨다구요? 가장 좋은 아이디어를 오타 때문에?,2
Sess19_impro04_F041,happy,안 돼. 나 지금 너무 좋아서 이대론 못 재워.,5
Sess19_impro02_F023,surprise,내가 다 설명할게. 아니요일단 앉아봐. 흥분 가라앉히고 일단 앉아봐,1
Sess19_impro03_F008,angry,뭐가 문젠지 확실하게 설명을 해주셔야죠.,2
Sess19_impro03_F015,angry,하 진짜 보자보자하니까 말씀이 굉장히 지나치시네.,2
Sess19_impro01_F010,neutral,어.,4
Sess19_impro01_F021,neutral,하아 갑자기 뭘 미안해. 내가 미안하지. 우리 아들 마음도 몰라주고.,4
Sess19_script03_F017,happy, 사랑하는 오빠. 나 잊지마 나 잊으면 안돼. 나 마침 구두 새로 사야 되는데.,5
Sess19_impro02_F003,neutral,어 이런 일로 불러서 미안한데.,4
Sess19_script02_F010,sad,글쎄.,3
Sess19_script02_F021,sad,마지막 부탁이 있어. 둘째 결혼 시키고 당신도 재혼해. 혹시나 애들 결혼 전에 재혼하면 애들도 상처받을 수 있으니까 애들 결혼만 시켜줘 그리고 좋은 여자 만나 알겠지?,3
Sess19_script04_F011,disgust,근데 중국집 얘기는 조금 실망스러워.,6
Sess19_script06_F009,angry,해석되는군요팀장님 말씀이 좀 지나치신 거 같은데,2
Sess19_script04_F029,happy, 자 오빠는 젓가락 줬지만 난 좋은 거 줄게.,5
Sess19_impro04_F021,happy,내가 그렇게 좋았어? 응?,5
Sess19_script03_F024,happy,아 오빠. 아 나 생각만 해도 너무 좋아.,5
Sess19_script01_F001,neutral,네 이유진입니다.,4
Sess19_impro02_F002,neutral,어 뭐 회사는 다닐만 해요?,4
Sess19_impro01_F009,neutral,허 아 어떡하지? 파를 안 사왔네. 아 큰일났다.,4
Sess19_script01_F019,angry,아무리 약자라도 기본적이고 인간적인 대우를 해줘야 될 거 아니야. 시간 때우려고 니들 심심풀이 땅콩으로 채우려고 지원자 갖고 놀지 말라구. ,2
Sess19_impro03_F010,angry,그리고 이 음식 언론에도 주목받은 대단한 음식이에요.,2
Sess19_impro04_F003,neutral,얼른 주무셔.,4
Sess19_impro04_F044,happy,여보 나 얼만큼 사랑한다고? 우주 별만큼? 아 여보.,5
Sess19_impro03_F006,angry,뭐가 문제죠?,2
Sess19_impro03_F002,neutral,아 그 올리브오일 넣어서 그런 거 같아요.,4
Sess19_script03_F001,neutral,뭐야 시간이 벌써 이렇게 됐네? 드라마 봐야지 어? 오빠 불 꺼놓고 거실에서 뭐해?,4
Sess19_script04_F028,happy,대신 같이 살아야겠어. ,5
Sess19_script01_F011,angry,아니 그런 얘긴 좀 .,2
Sess19_script02_F017,sad,아냐 어차피 안되는 일인데 어차피 살 수 없는데 실날 같이 실날 같은 목숨 붙잡아 두고 본인두 힘들고 주위 사람들도 힘들고.,3
Sess19_script02_F019,sad,해나도 살고 싶어. 나도 사람인데. 근데 싸우기엔 너무 늦었고 지쳤어.,3
Sess19_impro04_F007,neutral,응.,4
Sess19_impro01_F020,sad,근데 엄마도 돌아가신 아빠생각하고 나니까 그때 고맙다고 한 마디 못 해본 거 미안하다고 먼저 손 못 내밀어 본 거 그게 지금 가장 후회가 돼. 너는 지금 그럴 수 있잖아. 먼저 다가가서 미안하다 하고 고맙다고 얘기해. 응?,3
Sess19_impro04_F008,neutral,의사가 어? 집에 약 상자가 어딨는지도 몰라요?,4
Sess19_impro03_F024,angry,당신이 뭔데 이런 소리를 해? 나한테 이렇게 자존심까지 다 깔아뭉개도 괜찮은거야?,2
Sess19_script05_F019,surprise,저 저 앞에 사람 우리가 친 사람이 지나가고 있어.,1
Sess19_impro04_F043,happy, 어휴 내가 진짜 저 남자때문에 못 산다니까.,5
Sess19_impro04_F036,happy,겨우?,5
Sess19_script01_F013,surprise,네? 아 설마.,1
Sess19_script01_F005,neutral,취미요? 아 요즘은 유튜브 영상을 찍고 있습니다,4
Sess19_script04_F001,happy, 우아 맛있다. 근데 자긴 안 먹어?,5
Sess19_script03_F011,surprise,지 진짜? 진짜? 오빠아아 진짜 어떡해 여섯 개 다 맞는거 아냐? 1등 ? 1등?,1
Sess19_impro02_F022,surprise,아니 아니 아니 그걸 이재민 대리가 어디서 본다는 거야?,1
Sess19_script06_F015,neutral, 그야 환경 단체와 지속적으로 이야기 나누면서 그게 음.,4
Sess19_impro04_F029,happy, 그래도 좋다. ,5
Sess19_script06_F012,angry,너무 공격적으로 생각하시는 거 아니에요? 저도 고민하고 심사숙고해서 낸 아이디어인데 뭐가 문제였는지 뭐가 부족했는지 물어볼 수 있는건 아닌가요?,2
Sess19_script06_F001,neutral,안녕하세요 팀장님.,4
Sess19_script03_F005,disgust,웃기고 있네아 됐고. 나 드라마 봐야 돼.,6
Sess19_impro02_F004,neutral,사표쓰세요.,4
Sess19_script01_F002,neutral,원래 인서울권 대학에 합격했지만 집안 사정으로,4
Sess19_script06_F016,angry,있겠습니까아니 그래도 인간적으로.,2
Sess19_script05_F016,fear,지 지섭씨 무서워.,0
Sess19_impro04_F016,happy,나 아파서 며칠 회사 못 나가고 그러니까 응급실 데려가가지고 의사선생님 붙잡고 우리 은미 좀 살려주세요 살려주세요 하면서 그랬던 거 기억 안 나?,5
Sess19_script06_F013,disgust,개인적인 감정인가요? ,6
Sess19_script03_F002,disgust,참나 백수가 가지가지 하네. 그거 방송 후에 검색하면 되지 무슨 본방사수한대? 아주 정성 오지구요 지리구요.,6
Sess19_script02_F018,sad,무슨 의미가 있었겠어? 3년을 더 사 더 사셨다구 아빠는 행복했을까,3
Sess19_script02_F007,sad,당신 나 없이도 꿋꿋하게 애들 키우면서 살아야 돼.,3
Sess19_script04_F017,angry,아 됐어.,2
Sess19_script05_F009,surprise,지금 무슨 소릴 하는거야. 지금 어딘가에 있을거야 우리가 사람을 쳤는데 당연히 찾아서 병원에 데려가야지,1
Sess19_impro01_F016,neutral,아니야. 엄마도 너 나이땐 다 그랬어.,4
Sess19_script03_F006,disgust,아 모르겠고 드라마 할 시간이니까 리모콘이나 주시지?,6
Sess19_script03_F020,neutral,어 오빠아아앙 내가 오빠 잘 될줄 진짜 진작부터 알았다니까아 됐고,4
Sess19_script02_F014,neutral,여보 울 아빠 기억해? 사고로 돌아가신 울 아빠,4
Sess19_impro03_F014,angry,지금 내 요리 무시하는 거에요? 당신이 뭔데 내 요리 내 요리를 무시해요?,2
Sess19_impro01_F023,neutral,뭐가. 아유 뚝. 다 큰 아들이 응? 울면 쓰나.,4
Sess19_impro01_F005,neutral,무슨 소리야. 우리 아들이 왜 후져?,4
Sess19_script01_F009,neutral,네.,4
Sess19_impro03_F027,angry,됐고 이렇게 하죠.,2
Sess19_impro04_F004,neutral,어? 아 이거. 아 아침에 아침 만들다가 칼에 살짝 베였는데 알잖아,4
Sess19_impro02_F020,surprise,아 그 오해에요 오해. 어? 아 누가 그 이중장부에 대해서 잘못 얘기한 거를 잘못 이해를 한 거라고.,1
Sess19_script03_F015,happy,얼마든지 꼬집어 줄게. ,5
Sess19_script03_F016,happy,어떡해아 제대로 꼬집어야 꿈인지 아닌지 알 수 있지? ,5
Sess19_script01_F008,surprise,네? 아 어째서.,1
Sess19_script04_F004,neutral,아아 얼릉.,4
Sess19_script01_F015,angry, 지금 여기서 춤추고 노래 하라구요?,2
Sess19_script04_F025,neutral, 안되겠다 오빠랑은 이제 못 만나겠다.,4
Sess19_impro03_F029,angry,근데 맛 없으면 당장 사과하고 이 주방에서 나가세요. 알겠어요?,2
Sess19_impro04_F030,neutral, 근데 여보.,4
Sess19_impro02_F027,angry,네? 하아 지금 무슨 소릴 하는 거. 제가 다 책임지라니. 저 전무님 전무 전무님. 아 어떡해. 내가 독박 다 쓰게 생겼어. 아 미치겠네 진짜.,2
Sess19_script03_F021,happy,어 오빠 내 친구 은지랑 소개팅 하고 싶다고 했지? 내가 바로 주선해줄 수 있는데. ,5
Sess19_impro04_F040,happy,잘 거야?,5
Sess19_impro01_F018,sad,근데 어떻게 사랑이 그렇게 행복할 수만 있어. 아픈 것도 사랑이고 힘든 것도 사랑이고 다 그러면서 배우는 거고 성숙해져 가는 거야.,3
Sess19_script01_F004,neutral,전무하고아 그게 아무래도 학업에 뜻한 바가 있어서 늦게까지 공부를 하게 되었습니다.,4
Sess19_impro03_F009,angry,하 오일 양이 많다고 말씀하시는데 오일양으로 훨씬 더 풍미를 강조했고 또 느끼함을 잡아주기 위해서 청양고추로 더욱 매운맛도 강조했다니까요.,2
Sess19_script05_F005,fear,아니 그게 말야 아무것도 도로에 아무것도 없어.,0
Sess19_script02_M003,neutral,앞집에 마트가 있었나?,4
Sess19_script01_M007,neutral,음 본인이 생각하기에 오늘 코디는 어때요? 본인 스스로에게 점수를 준다면? ,4
Sess19_script01_M018,angry,아니 무슨 말을 그렇게 합니까 신성한 면접실에서.,2
Sess19_script02_M001,happy, 이야 저거 봐봐 저 개그맨 웃기지 않아?,5
Sess19_script01_M015,neutral,어 그거 한번 해봐요 춤추면서.,4
Sess19_script02_M015,angry,틀렸어틀리긴 뭘 틀려. 빨리 병원에 가자니까.,2
Sess19_script05_M015,angry,지섭씨나 공무원 못 되면 우리 결혼도 못해 그찮아? 그냥 가자 응?,2
Sess19_script02_M009,surprise,자기 지금 무슨 소리야 농담하는 거지,1
Sess19_script05_M018,angry,이래자꾸 이러면 나도 더 이상 안 참아. ,2
Sess19_impro02_M007,angry,하지만 완성하려고 하는데에는 그만큼 비용이 들 수 밖에 없었어요. 부장님도 아시잖아요.,2
Sess19_script04_M020,neutral,응 총 100개.,4
Sess19_script05_M024,angry,넌 차에서 내려도 경찰에 전화해도 넌 죽어 알았어?,2
Sess19_script06_M001,neutral,네 안녕하세요.,4
Sess19_script05_M027,happy, 그냥 가면 돼 아무일도 없을거야.,5
Sess19_impro04_M034,neutral,아 사랑한다고 사랑한다고.,4
Sess19_script04_M025,surprise,뭐? 아 갑자기 왜 그래,1
Sess19_script05_M008,surprise,뭐? 아무것도 없다니 그게 말이 돼? 아이 틀림없이 사람을 쳤잖아. 너도 봤잖아,1
Sess19_script04_M005,neutral,뭔데?,4
Sess19_script05_M019,angry,너도 사라지게 해줘? 어?,2
Sess19_script04_M009,surprise,쉿 아 뭐 이렇게 크게 말해 부끄럽게.,1
Sess19_impro04_M008,neutral,병원 안 가고 직접 소독한 거야?,4
Sess19_impro01_M013,sad,그래.,3
Sess19_script03_M001,neutral,로또 추첨 방송 기다린다. 로또 대박 로또 대박.,4
Sess19_script01_M009,disgust,뭐 패션이란 주관적인거 아닌가요? 내가 보기엔 10점입니다.,6
Sess19_impro03_M006,disgust,제가 말하고자 하는게 그게 아니라요. ,6
Sess19_impro04_M043,happy,내일 아침이니까. 김치찌개.,5
Sess19_impro02_M015,angry,저 다 알고 있어요. 부장님이랑 전무님이랑 짜고 치고 있다는 거.,2
Sess19_impro04_M010,neutral,일로와 봐. 내가 해줄게.,4
Sess19_impro01_M004,sad,엄마. 내가 그렇게 후져?,3
Sess19_impro04_M045,happy,아 왜 이래 또. 닭살 돋게. ,5
Sess19_script05_M032,angry, 이미 늦었어. ,2
Sess19_impro01_M011,surprise,어?,1
Sess19_script06_M011,disgust,좋은 질문이군요. 솔직히 소은씨 아이디어가 가장 훌륭했고 가장 높은 점수를 받았습니다. 하지만 저는 소은씨 같은 스타일을 싫어합니다.,6
Sess19_impro02_M023,angry,앉아봐왜 이제서야 이러시는 건데요? 이제 좀 뭔가 쪼들리신가보죠?,2
Sess19_impro02_M018,angry,그 이중장부 제가 어딨는지 다 알고 있는데요. 어디 회사에 한 번 알려볼까요? 다 퍼트려요?,2
Sess19_impro04_M004,surprise,근데 당신 손은 왜 그래?,1
Sess19_script03_M027,happy,내일 날 밝으면 이제 고주홍의 시대가 열린다 이거야. 어? 두고 봐 내가 이 돈으로 세상을 깜짝 놀라게 할거니까. ,5
Sess19_script06_M006,disgust,그런 소은씨는 왜 물어보시는거죠? 어차피 추진 되면 다 아는 아이디어를 굳이 추진도 하기 전에 물어보는 이유가 뭔가요?,6
Sess19_script03_M007,angry,불쌍해멍멍이 소리 그만하고 보기나 해.,2
Sess19_script05_M011,angry,그럼 뭐야 어떻게 된 거냐고 사람은 쳤는데 그 사람이 없어졌다는게. ,2
Sess19_impro03_M011,disgust,언론이 요리를 만들어줬으니까 이런 맛이 나지. 참.,6
Sess19_script02_M017,surprise,뭐? 당신 어릴 적에 사고로 돌아가셨다고 했잖아? 날 속인 거야?,1
Sess19_impro04_M030,neutral,응?,4
Sess19_impro04_M042,happy,블랙홀만큼. 아휴 그만 좀 자자. ,5
Sess19_impro03_M018,neutral,그럼 다 해결된 건가요? ,4
Sess19_impro04_M016,neutral,에휴 진짜.,4
Sess19_impro04_M019,neutral,응?,4
Sess19_script03_M014,surprise, 성희야 나 어떡하냐,1
Sess19_impro02_M012,angry,아 그냥 저한테 다 떠넘기시겠다 이런 건가요? ,2
Sess19_script01_M002,neutral,지방대 출신이시네요.,4
Sess19_impro03_M003,disgust,미연 씨. 혀에 문제 있어요?,6
Sess19_script03_M026,happy, 나도 너무 놀라서 이게 꿈인가? 생시인가? 싶다.,5
Sess19_script04_M021,sad,미안해 사실 이번에도 월급을 못 받았어. 가게 사정도 어렵구 근데 오늘 우리 만난지 100일인데 선물 사줄. ,3
Sess19_script05_M016,angry,왜 이러는데너 내가 망가지길 바래? 내가 인생 바닥으로 떨어지길 원하냐구,2
Sess19_script03_M002,angry,이게 친오빠한테 오지구 지리구가 뭐냐.,2
Sess19_script03_M019,happy,나 심장 뛰는거봐 야 미칠거 같애. ,5
Sess19_script04_M012,neutral,에이 농담이지. 사실 내 꿈은 말야.,4
Sess19_impro03_M015,disgust,이거. 이게 탕수육이야 튀김고기야. 진짜. 아니 이렇게 좋은 재료를 가지고 이렇게 밖에 못 만들어요?,6
Sess19_script06_M007,disgust,글쎄요. 그건 아쉬움이라기 보단 궁금증이겠죠. 아니면 도대체 날 이렇게 엿 먹인게 누굴까? 하는 질투 정도로 해석되는군요,6
